Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000824,922.222.640-35,Diego Peixoto,2024-06-22,BRL,24857.57,Depósito,Pendente,Viagem,Inter,6,256.85,25114.42
FIN000632,589.341.258-10,Vanessa Coelho,2023-12-29,BRL,13976.52,Depósito,Recusada,Alimentação,XP,12,215.32,14191.84
FIN000505,876.110.248-21,Isabela Nunes,2023-09-04,BRL,4095.19,Depósito,Pendente,Moradia,BTG,2,89.38,4184.57
FIN000473,410.836.734-51,Marcelo Teixeira,2023-08-06,BRL,22769.64,Pagamento,Pendente,Viagem,Banco do Brasil,6,551.65,23321.29
FIN000545,813.924.781-97,Rodrigo Farias,2023-10-11,BRL,10655.14,Pagamento,Aprovada,Moradia,XP,6,265.53,10920.67
FIN000578,114.810.649-23,Camila Rocha,2023-11-10,BRL,11455.79,PIX,Recusada,Viagem,C6 Bank,24,94.83,11550.62
FIN000522,220.623.460-96,Vanessa Coelho,2023-09-20,BRL,5030.31,Depósito,Recusada,Vestuário,Inter,12,87.37,5117.68
FIN000929,318.837.108-30,Natalia Correia,,BRL,22114.04,Depósito,Recusada,Moradia,BTG,6,295.2,22409.24
FIN000531,324.217.768-68,Natalia Correia,2023-09-28,BRL,20740.69,Pagamento,Aprovada,Vestuário,XP,6,539.61,21280.3
FIN000409,105.260.326-16,Amanda Vieira,2023-06-08,BRL,19614.48,Depósito,Pendente,Vestuário,C6 Bank,2,121.26,19735.74
FIN000666,254.421.980-25,Thiago Cavalcanti,2024-01-29,BRL,1955.9,Depósito,Recusada,Alimentação,Inter,24,36.78,1992.68
FIN000927,567.843.712-38,Juliana Queiroz,,BRL,9667.54,Depósito,Recusada,Vestuário,BTG,3,142.05,9809.59
FIN000433,515.763.912-80,Vanessa Coelho,2023-06-30,BRL,20596.74,Depósito,Aprovada,Alimentação,XP,24,431.3,21028.04
FIN000432,717.162.520-86,Thiago Cavalcanti,2023-06-29,BRL,437.35,Pagamento,Recusada,Viagem,Banco do Brasil,24,7.02,444.37
FIN000485,674.354.148-11,Leticia Moura Moura,2023-08-17,BRL,23585.05,Pagamento,Pendente,Investimento,C6 Bank,24,659.67,24244.72
FIN000152,612.939.396-69,Amanda Vieira,,BRL,2207.95,Depósito,Recusada,Alimentação,Banco do Brasil,24,61.01,2268.96
FIN000328,663.940.844-40,Guilherme Mota,2023-03-26,BRL,82699.974,Depósito,Pendente,Viagem,XP,2,122.67,82822.644
FIN000257,577.456.167-61,Carolina Azevedo,2023-01-20,BRL,19652.49,Depósito,Pendente,Tecnologia,XP,24,414.96,20067.45
FIN000312,119.616.917-77,Thiago Cavalcanti,,BRL,3509.32,Pagamento,Aprovada,Tecnologia,Inter,1,73.66,3582.98
FIN000851,592.915.253-96,Natalia Correia,2024-07-16,BRL,8284.71,Transferência,Pendente,Tecnologia,C6 Bank,1,114.93,8399.64
FIN000305,293.217.236-47,Juliana Queiroz,2023-03-05,BRL,10773.82,Depósito,Recusada,Vestuário,Inter,3,210.7,10984.52
FIN000785,192.860.496-16,Camila Rocha,2024-05-17,BRL,17116.56,Pagamento,,Vestuário,Banco do Brasil,24,301.34,17417.9
FIN000414,395.617.925-52,Isabela Nunes,2023-06-13,BRL,20676.33,Depósito,Aprovada,Investimento,Banco do Brasil,1,495.86,21172.19
FIN000134,998.537.644-17,Guilherme Mota,2022-09-30,BRL,13126.98,Depósito,Aprovada,Viagem,Inter,1,231.41,17823.59
FIN000032,412.462.580-28,Isabela Nunes,2022-06-29,BRL,82699.974,Saque,Recusada,Alimentação,BTG,1,126.48,82826.454
FIN000766,736.163.626-72,Leticia Moura,2024-04-30,BRL,12751.88,Transferência,Pendente,Moradia,XP,12,171.87,12923.75
FIN000783,317.508.548-43,Isabela Nunes,2024-05-15,BRL,7503.62,PIX,Pendente,Moradia,XP,3,169.12,7672.74
FIN000459,324.623.718-39,Beatriz Lopes,2023-07-24,BRL,24458.85,Pagamento,Pendente,Investimento,XP,12,208.06,24666.91
FIN000162,220.584.612-24,Diego Peixoto,2022-10-26,BRL,17141.26,Depósito,Recusada,Vestuário,Banco do Brasil,6,434.09,17575.35
FIN000340,962.648.170-26,Felipe Andrade,2023-04-06,BRL,7177.9,Depósito,Recusada,Moradia,C6 Bank,6,110.54,7288.44
FIN000287,501.294.866-54,Natalia Correia Correia,2023-02-17,BRL,7368.6,Pagamento,Aprovada,Tecnologia,Inter,3,120.05,7488.65
FIN000249,166.298.643-56,Vanessa Coelho,2023-01-13,BRL,12983.61,Pagamento,Pendente,Vestuário,Banco do Brasil,3,334.35,13317.960000000001
FIN000998,606.860.547-85,Beatriz Lopes,2024-11-28,BRL,65634.9,PIX,Recusada,Alimentação,C6 Bank,120,200.16,65835.06
FIN000580,202.643.185-75,Rodrigo Farias,2023-11-12,BRL,10332.08,Transferência,Aprovada,Viagem,C6 Bank,6,192.28,10524.36
FIN000888,470.315.401-49,Amanda Vieira,2024-08-19,BRL,20790.0,Transferência,Recusada,Tecnologia,C6 Bank,6,455.03,21245.03
FIN000849,964.752.681-30,Thiago Cavalcanti,2024-07-14,BRL,19760.66,Depósito,Aprovada,Investimento,Inter,2,338.26,20098.92
FIN000995,127.276.147-47,Beatriz Lopes,,BRL,4100.23,Pagamento,Recusada,Vestuário,Banco do Brasil,1,121.73,4221.96
FIN000002,370.587.460-56,Juliana Queiroz,2022-06-01,BRL,12227.56,Depósito,Aprovada,Viagem,Banco do Brasil,6,143.75,12371.31
FIN000737,204.218.239-68,Rafael Macedo,2024-04-03,BRL,6504.73,Depósito,Pendente,Alimentação,Inter,1,136.82,6641.55
FIN000208,149.698.147-10,Carolina Azevedo,,BRL,23123.25,PIX,Pendente,Viagem,XP,3,273.12,23396.37
FIN000630,543.485.571-45,Vanessa Coelho,2023-12-27,BRL,10689.38,Depósito,Aprovada,Investimento,C6 Bank,6,99.99,10789.37
FIN000991,507.174.226-58,Felipe Andrade,2024-11-21,BRL,11256.76,PIX,Aprovada,Tecnologia,XP,12,254.48,11511.24
FIN000903,108.959.645-85,Rodrigo Farias,2024-09-02,BRL,22970.99,Transferência,Aprovada,Tecnologia,Banco do Brasil,3,685.79,23656.78
FIN000913,352.999.785-60,Guilherme Mota,2024-09-11,BRL,24647.57,Pagamento,Aprovada,Tecnologia,C6 Bank,6,379.67,25027.24
FIN000265,416.142.100-18,Thiago Cavalcanti,2023-01-28,BRL,16635.46,Saque,Recusada,Viagem,C6 Bank,24,150.02,16785.48
FIN000275,508.687.167-51,Andre Monteiro,,BRL,4554.43,Saque,Recusada,Vestuário,,12,120.95,4675.38
FIN000071,794.722.564-89,Henrique Pinto,2022-08-03,BRL,13126.98,Depósito,Recusada,Viagem,C6 Bank,24,660.37,24611.97
FIN000641,811.548.993-64,Rafael Macedo,2024-01-06,BRL,14086.86,Saque,Recusada,Vestuário,BTG,24,390.85,14477.71
FIN000445,535.438.330-17,Isabela Nunes,2023-07-11,BRL,17141.18,Depósito,Pendente,Alimentação,Inter,2,102.53,17243.71
FIN000899,582.820.760-17,Leticia Moura,2024-08-29,BRL,82699.974,Pagamento,Pendente,Viagem,Banco do Brasil,1,229.26331653225807,82929.23731653226
FIN000099,192.242.498-75,Thiago Cavalcanti,,BRL,18628.95,PIX,Aprovada,Tecnologia,BTG,30,499.31,19128.26
FIN000006,917.995.509-46,Guilherme Mota,2022-06-05,BRL,65634.9,Depósito,Aprovada,Moradia,C6 Bank,2,229.26331653225807,65864.16331653226
FIN000022,307.214.452-59,Marcelo Teixeira,2022-06-20,BRL,13880.93,Depósito,Pendente,Tecnologia,BTG,1,191.05,14071.98
FIN000706,255.762.952-66,Camila Rocha,,BRL,14947.49,Depósito,Recusada,Moradia,Inter,3,265.89,15213.38
FIN000518,338.769.841-22,Amanda Vieira,2023-09-16,BRL,13312.91,PIX,Recusada,Viagem,XP,24,397.34,13710.25
FIN000150,128.175.943-84,Vanessa Coelho,2022-10-15,BRL,19907.35,Pagamento,Aprovada,Tecnologia,C6 Bank,1,556.26,20463.61
FIN000648,831.204.447-79,Isabela,,BRL,8106.14,Depósito,Recusada,Moradia,BTG,2,42.37,8148.51
FIN000355,423.117.756-59,Isabela Nunes,2023-04-20,BRL,163.73,Depósito,Recusada,Alimentação,XP,1,3.12,166.85
FIN000858,169.576.692-71,Diego Peixoto,2024-07-23,BRL,65634.9,Depósito,Aprovada,Moradia,Banco do Brasil,24,468.99,66103.89
FIN000367,134.778.864-82,Guilherme Mota,,BRL,13126.98,Depósito,Recusada,Vestuário,Banco do Brasil,24,95.31,13222.289999999999
FIN000840,626.468.473-50,Leticia Moura,2024-07-06,BRL,16207.39,Pagamento,Aprovada,Investimento,C6 Bank,3,103.11,16310.5
FIN000199,610.718.444-49,Vanessa Coelho,2022-11-28,BRL,7376.24,Pagamento,Pendente,Moradia,Banco do Brasil,2,53.39,7429.63
FIN000123,179.170.508-41,Juliana Queiroz,2022-09-20,BRL,12935.09,Pagamento,Aprovada,Moradia,Banco do Brasil,1,81.93,13017.02
FIN000204,695.152.172-51,Camila Rocha,2022-12-03,BRL,18063.01,Depósito,Pendente,Alimentação,Banco do Brasil,24,441.92,18504.93
FIN000068,182.902.347-36,Isabela Nunes,2022-08-01,BRL,4042.25,Pagamento,Aprovada,Vestuário,,12,80.15,4122.4
FIN000224,723.632.325-72,Priscila Gomes,2022-12-21,BRL,24738.25,Depósito,Aprovada,Vestuário,BTG,2,450.12,25188.37
FIN000128,239.861.336-28,Isabela Nunes,2022-09-25,BRL,6265.98,Depósito,Pendente,Tecnologia,Inter,1,109.52,6375.5
FIN000656,396.693.783-12,Camila Rocha,2024-01-20,BRL,65634.9,Depósito,Pendente,Viagem,Inter,12,118.09,65752.98999999999
FIN000839,329.593.381-10,Marcelo Teixeira,2024-07-05,BRL,15140.15,Depósito,Pendente,Investimento,Inter,1,399.05,15539.2
FIN000963,132.290.791-35,Leonardo Braga,2024-10-27,BRL,12859.41,Pagamento,Recusada,Vestuário,BTG,24,377.78,13237.19
FIN000140,329.420.492-93,Beatriz Lopes Lopes,2022-10-06,BRL,4393.32,Depósito,Pendente,Viagem,C6 Bank,1,62.18,4455.5
FIN000418,318.996.329-42,Guilherme Mota,,BRL,3156.6,Pagamento,Aprovada,Vestuário,C6 Bank,3,92.63,3249.23
FIN000219,457.552.694-62,Rodrigo Farias,2022-12-17,BRL,10456.12,Depósito,Aprovada,Alimentação,Banco do Brasil,24,122.13,10578.25
FIN000547,944.278.735-54,Diego Peixoto,2023-10-12,BRL,19659.63,Pagamento,Aprovada,Moradia,,24,356.66,20016.29
FIN000843,427.349.949-36,Carolina Azevedo,,BRL,1191.66,PIX,Recusada,Viagem,Banco do Brasil,2,229.26331653225807,1212.62
FIN000158,847.505.134-35,Diego Peixoto,2022-10-22,BRL,10375.33,Depósito,Aprovada,Vestuário,XP,1,187.38,10562.71
FIN000256,242.289.952-65,Camila Rocha,2023-01-20,BRL,10320.42,Pagamento,Recusada,Tecnologia,Inter,1,90.27,10410.69
FIN000644,175.943.799-24,Camila Rocha,2024-01-09,BRL,13638.79,Depósito,Recusada,Viagem,Banco do Brasil,1,380.74,14019.53
FIN000739,613.225.374-93,Andre Monteiro,,BRL,15903.83,Depósito,Aprovada,,XP,2,316.87,16220.7
FIN000040,468.243.730-39,Rafael Macedo,,BRL,23225.51,Pagamento,Pendente,Alimentação,XP,12,621.47,23846.98
FIN000131,177.735.627-15,Marcelo Teixeira,2022-09-27,BRL,13126.98,Pagamento,Recusada,Investimento,Inter,12,328.9,15795.73
FIN000255,998.207.951-55,Amanda Vieira,2023-01-19,BRL,2936.25,Depósito,Pendente,Investimento,C6 Bank,3,47.16,2983.41
FIN000190,318.952.703-72,Diego Peixoto,2022-11-20,BRL,2899.24,PIX,Pendente,Viagem,C6 Bank,3,85.92,2985.16
FIN000590,142.131.980-79,Diego Peixoto,2023-11-21,BRL,6784.2,Pagamento,Aprovada,Tecnologia,C6 Bank,6,148.87,6933.07
FIN000403,453.525.542-34,Juliana Queiroz,2023-06-03,BRL,13126.98,PIX,Pendente,Moradia,Banco do Brasil,24,203.27,20089.95
FIN000761,835.470.943-81,Diego Peixoto,2024-04-25,BRL,8389.71,Transferência,Aprovada,Moradia,C6 Bank,12,229.26331653225807,8618.973316532258
FIN000039,297.424.601-59,Camila Rocha,2022-07-05,BRL,4230.29,Pagamento,Recusada,Vestuário,,6,106.06,4336.35
FIN000243,223.571.276-36,Leonardo Braga,2023-01-08,BRL,13319.19,PIX,Pendente,Moradia,C6 Bank,2,243.41,13562.6
FIN000885,178.160.616-19,Priscila Gomes,2024-08-16,BRL,6591.93,Depósito,Aprovada,Tecnologia,C6 Bank,12,43.74,6635.67
FIN000354,933.847.700-93,Rafael Macedo,2023-04-19,BRL,8079.67,Saque,Recusada,Viagem,Banco do Brasil,1,207.83,8287.5
FIN000621,985.167.890-59,Natalia Correia,2023-12-19,BRL,13126.98,PIX,Pendente,Moradia,XP,12,24.02,13151.0
FIN000651,867.510.732-73,Isabela Nunes,2024-01-16,BRL,72198.39,Saque,Pendente,Alimentação,BTG,24,283.82,72482.21
FIN000535,549.105.173-18,Guilherme Mota,,BRL,23074.83,Depósito,Pendente,Viagem,XP,12,443.6,23518.43
FIN000160,642.257.321-30,Henrique Pinto,,BRL,17696.71,Depósito,Recusada,Tecnologia,,24,105.34,17802.05
FIN000395,934.791.326-54,Natalia Correia,,BRL,5498.08,PIX,Aprovada,Alimentação,BTG,24,119.23,5617.31
FIN000883,327.293.154-20,Andre Monteiro,2024-08-15,BRL,23524.7,Depósito,Pendente,Tecnologia,Inter,2,475.69,24000.39
FIN000538,801.512.278-43,Priscila Gomes,2023-10-04,BRL,13126.98,Pagamento,Recusada,Tecnologia,XP,1,122.21,13249.189999999999
FIN000696,475.462.703-21,Rafael Macedo,2024-02-26,BRL,65634.9,PIX,Aprovada,Investimento,Inter,12,446.24,66081.14
FIN000241,365.819.439-84,Leonardo Braga,2023-01-06,BRL,21174.5,Saque,Aprovada,Viagem,Banco do Brasil,1,468.18,21642.68
FIN000014,828.482.806-10,Isabela Nunes,2022-06-12,BRL,12378.98,Depósito,Aprovada,Alimentação,XP,12,130.95,12509.93
FIN000658,152.313.475-15,Isabela Nunes,2024-01-22,BRL,6656.73,Depósito,Recusada,Vestuário,Inter,1,94.82,6751.55
FIN000476,609.768.252-83,Diego Peixoto,2023-08-09,BRL,72198.39,PIX,Pendente,Alimentação,BTG,1,436.87,72635.26
FIN000971,552.476.665-48,Juliana Queiroz,,BRL,5451.47,Saque,Pendente,Viagem,XP,1,80.54,5532.01
FIN000938,785.174.354-80,Rafael Macedo,2024-10-04,BRL,11794.06,Depósito,Aprovada,Alimentação,Banco do Brasil,60,188.63,11982.69
FIN000315,286.135.619-50,Amanda Vieira,2023-03-14,BRL,7955.96,Depósito,Recusada,Alimentação,Inter,24,54.99,8010.95
FIN000362,973.303.523-90,Amanda Vieira,2023-04-26,BRL,13126.98,PIX,Aprovada,Investimento,C6 Bank,3,137.32,25117.98
FIN000591,840.495.107-17,Thiago Cavalcanti,2023-11-22,BRL,21185.19,Saque,Recusada,Moradia,Inter,24,461.65,21646.84
FIN000321,349.757.542-56,Leticia Moura,2023-03-20,BRL,2474.27,Depósito,Aprovada,Viagem,Banco do Brasil,12,39.2,2513.47
FIN000980,772.348.846-26,Andre Monteiro,2024-11-11,BRL,21529.83,PIX,Recusada,Investimento,C6 Bank,3,473.76,22003.59
FIN000745,176.587.633-68,Rodrigo Farias,2024-04-10,BRL,6588.17,Pagamento,Pendente,Tecnologia,BTG,6,66.79,6654.96
FIN000673,787.950.260-67,Camila Rocha,2024-02-05,BRL,18706.78,PIX,Aprovada,Investimento,Banco do Brasil,2,250.56,18957.34
FIN000565,873.616.433-98,Amanda Vieira,,BRL,4847.33,PIX,Recusada,Investimento,XP,24,91.99,4939.32
FIN000356,947.497.125-48,Felipe Andrade,2023-04-21,BRL,5909.31,Depósito,Recusada,Investimento,Inter,24,138.46,6047.77
FIN000035,422.344.163-41,Juliana Queiroz,2022-07-02,BRL,5914.34,Pagamento,Recusada,Viagem,Banco do Brasil,1,33.35,5947.69
FIN000335,214.189.979-31,Priscila Gomes,2023-04-02,BRL,13126.98,Depósito,Pendente,Alimentação,BTG,12,229.68,20277.85
FIN000689,208.675.637-36,Felipe Andrade,2024-02-19,BRL,10771.38,Pagamento,Recusada,Tecnologia,Inter,12,54.91,10826.29
FIN000377,150.975.454-72,Vanessa Coelho,2023-05-10,BRL,65634.9,Saque,Aprovada,,XP,2,310.0,65944.9
FIN000185,634.208.408-74,Vanessa Coelho,,BRL,20445.88,Pagamento,Aprovada,Viagem,Inter,2,430.82,20876.7
FIN000424,980.360.475-61,Henrique Pinto,2023-06-22,BRL,24231.46,Depósito,Aprovada,Vestuário,Banco do Brasil,3,659.83,24891.29
FIN000945,132.539.243-36,Carolina Azevedo,2024-10-10,BRL,13126.98,Pagamento,Recusada,Vestuário,C6 Bank,3,589.4,21877.41
FIN000326,199.698.347-95,Juliana Queiroz,2023-03-25,BRL,6960.8,PIX,Pendente,Investimento,BTG,2,93.44,7054.24
FIN000188,803.204.433-75,Camila Rocha,2022-11-18,BRL,400.36,Depósito,Pendente,Viagem,XP,12,11.74,412.1
FIN000285,924.272.863-19,Thiago Cavalcanti,2023-02-15,BRL,13126.98,Saque,Pendente,Viagem,C6 Bank,1,124.45,18219.82
FIN000392,591.185.406-22,Thiago Cavalcanti,2023-05-24,BRL,14774.59,PIX,Recusada,Investimento,Inter,6,180.69,14955.28
FIN000900,746.554.290-49,Priscila Gomes,2024-08-30,BRL,16054.22,Depósito,Recusada,Viagem,XP,24,443.11,16497.33
FIN000161,832.898.586-52,Thiago Cavalcanti,2022-10-25,BRL,15715.12,Depósito,Aprovada,Viagem,Banco do Brasil,1,275.96,15991.08
FIN000166,360.838.239-91,Priscila Gomes,2022-10-29,BRL,2125.94,Pagamento,Recusada,Investimento,Banco do Brasil,1,42.56,2168.5
FIN000348,268.533.769-70,Diego Peixoto,2023-04-14,BRL,15618.23,Depósito,Aprovada,Alimentação,C6 Bank,3,173.42,15791.65
FIN000299,662.302.386-72,Leticia Moura,2023-02-28,BRL,9453.91,Saque,Pendente,Tecnologia,BTG,1,208.65,9662.56
FIN000536,475.916.687-11,Beatriz Lopes,,BRL,8207.47,Saque,Aprovada,Moradia,Inter,12,223.36,8430.83
FIN000230,366.278.394-22,Rafael Macedo,2022-12-27,BRL,10513.98,Depósito,Pendente,Viagem,XP,20,128.55,10642.53
FIN000860,760.836.277-54,Camila Rocha,2024-07-25,BRL,19475.44,Depósito,Aprovada,,BTG,6,309.18,19784.62
FIN000828,282.451.942-29,Diego Peixoto,2024-06-25,BRL,72198.39,Depósito,Pendente,Moradia,BTG,6,78.37,72276.76
FIN000695,164.911.758-83,Henrique Pinto,2024-02-25,BRL,13102.28,Pagamento,Aprovada,Moradia,C6 Bank,60,278.17,13380.45
FIN000856,700.738.644-58,Natalia Correia,2024-07-21,BRL,17460.83,Depósito,Recusada,Investimento,XP,3,203.05,17663.88
FIN000042,564.387.526-35,Marcelo Teixeira,,BRL,1091.88,Pagamento,Recusada,Viagem,Banco do Brasil,12,19.98,1111.86
FIN000869,632.230.987-80,Vanessa Coelho,2024-08-02,BRL,2029.65,Saque,Pendente,Moradia,Inter,2,41.28,2070.93
FIN000749,640.759.692-81,Isabela Nunes,2024-04-14,BRL,20008.57,Pagamento,Recusada,Alimentação,Banco do Brasil,2,249.01,20257.58
FIN000997,598.672.689-18,Henrique Pinto,,BRL,13126.98,Depósito,Pendente,,C6 Bank,2,167.49,13294.47
FIN000863,773.805.695-31,Camila Rocha,2024-07-27,BRL,20458.78,Pagamento,Pendente,Vestuário,Inter,24,587.24,21046.02
FIN000588,229.997.851-88,Thiago Cavalcanti,2023-11-19,BRL,9452.46,Saque,,Tecnologia,Banco do Brasil,2,161.7,9614.16
FIN000544,564.282.164-70,Juliana Queiroz,2023-10-10,BRL,9701.95,Depósito,Recusada,Alimentação,BTG,6,118.11,9820.06
FIN000447,401.281.639-73,Natalia Correia,2023-07-13,BRL,82699.974,PIX,Pendente,Tecnologia,C6 Bank,3,34.78,82734.754
FIN000350,815.760.777-92,Diego Peixoto,2023-04-15,BRL,16299.57,Depósito,Recusada,Investimento,Inter,12,382.82,16682.39
FIN000046,202.666.820-14,Vanessa Coelho,2022-07-12,BRL,20881.23,Pagamento,Recusada,Vestuário,XP,12,300.43,21181.66
FIN000608,302.568.506-24,Henrique Pinto,2023-12-07,BRL,22309.85,Pagamento,Recusada,Alimentação,C6 Bank,1,492.38,22802.23
FIN000109,431.205.806-96,Rodrigo Farias,,BRL,12701.63,Depósito,Aprovada,Investimento,C6 Bank,2,190.37,12892.0
FIN000618,424.390.121-67,Vanessa Coelho,2023-12-16,BRL,12872.38,Depósito,Recusada,Tecnologia,Banco do Brasil,2,170.38,13042.76
FIN000662,808.732.622-47,Rodrigo Farias,,BRL,11796.5,Depósito,Recusada,,XP,2,259.01,12055.51
FIN000030,902.996.786-12,Isabela Nunes,,BRL,2466.79,Pagamento,Pendente,Moradia,BTG,3,14.02,2480.81
FIN000182,251.843.179-41,Juliana Queiroz,2022-11-13,BRL,22991.45,Pagamento,Recusada,Tecnologia,Inter,1,657.92,23649.37
FIN000622,385.703.459-15,Vanessa Coelho,2023-12-20,BRL,11596.8,PIX,Recusada,Vestuário,XP,24,144.31,11741.11
FIN000420,149.601.378-61,Leonardo Braga,2023-06-18,BRL,15095.33,Depósito,Recusada,Alimentação,XP,24,110.52,15205.85
FIN000635,214.722.306-92,Marcelo Teixeira,2024-01-01,BRL,21859.05,PIX,Aprovada,Moradia,C6 Bank,24,615.29,22474.34
FIN000796,698.533.389-93,Priscila Gomes,2024-05-27,BRL,1623.67,Saque,Pendente,Investimento,Inter,1,41.62,1665.29
FIN000105,508.895.698-76,Amanda Vieira,2022-09-04,BRL,24884.35,Depósito,Aprovada,Vestuário,BTG,12,616.69,25501.04
FIN000061,866.767.341-88,Rodrigo Farias,2022-07-25,BRL,10278.47,PIX,,Tecnologia,Inter,24,105.03,10383.5
FIN000659,491.673.278-66,Guilherme Mota,2024-01-23,BRL,19112.79,Pagamento,Pendente,Alimentação,Banco do Brasil,12,382.7,19495.49
FIN000084,714.302.871-75,Juliana Queiroz,2022-08-15,BRL,20572.0,Depósito,Recusada,Investimento,XP,2,584.24,21156.24
FIN000491,652.387.379-72,Amanda Vieira,,BRL,2651.61,Depósito,Recusada,Moradia,Banco do Brasil,2,49.98,2701.59
FIN000316,108.424.886-36,Rafael Macedo,,BRL,11926.33,PIX,Pendente,Alimentação,XP,6,301.6,12227.93
FIN000451,935.188.286-97,Leonardo Braga,2023-07-17,BRL,23888.91,PIX,Aprovada,Viagem,Banco do Brasil,6,546.92,24435.83
FIN000382,198.421.422-81,Natalia Correia,2023-05-15,BRL,8539.25,Depósito,Recusada,Viagem,Banco do Brasil,2,141.99,8681.24
FIN000423,338.798.597-75,Rafael Macedo,2023-06-21,BRL,5974.82,Pagamento,Aprovada,Investimento,BTG,24,46.78,6021.6
FIN000497,686.959.191-69,Camila Rocha,2023-08-28,BRL,72198.39,PIX,Aprovada,Alimentação,XP,2,172.06,72370.45
FIN000588,229.997.851-88,Thiago Cavalcanti,2023-11-19,BRL,9452.46,Saque,,Tecnologia,Banco do Brasil,2,161.7,9614.16
FIN000740,187.532.787-75,Juliana Queiroz,2024-04-06,BRL,12949.29,Pagamento,Aprovada,Vestuário,XP,24,383.01,13332.3
FIN000524,828.277.908-65,Isabela Nunes,2023-09-21,BRL,24479.84,Depósito,Pendente,Tecnologia,BTG,24,376.06,24855.9
FIN000446,377.422.303-12,Guilherme Mota,2023-07-12,BRL,22253.83,PIX,Pendente,Alimentação,BTG,1,117.22,22371.05
FIN000664,207.210.340-10,Natalia Correia,2024-01-27,BRL,398.16,Depósito,Pendente,Viagem,XP,3,8.89,407.05
FIN000001,871.106.288-69,Juliana Queiroz,,BRL,13126.98,Pagamento,Aprovada,Tecnologia,Inter,3,397.82,17221.17
FIN000780,391.977.280-89,Diego Peixoto,2024-05-12,BRL,7299.73,Depósito,Pendente,Moradia,XP,2,96.18,7395.91
FIN000627,224.119.220-41,Leticia Moura,,BRL,65634.9,Depósito,Aprovada,Investimento,XP,2,183.83,65818.73
FIN000458,871.642.681-24,Amanda Vieira,2023-07-23,BRL,17377.15,Depósito,Recusada,Moradia,Banco do Brasil,1,294.48,17671.63
FIN000489,169.164.189-23,Camila Rocha,2023-08-20,BRL,19967.5,Depósito,Aprovada,Investimento,BTG,1,147.15,20114.65
FIN000089,348.314.784-45,Leticia Moura,2022-08-20,BRL,20682.31,Saque,Pendente,Viagem,Inter,6,462.28,21144.59
FIN000484,808.302.880-13,Guilherme Mota,2023-08-16,BRL,23317.41,Depósito,Aprovada,Vestuário,Banco do Brasil,6,271.81,23589.22
FIN000461,770.836.825-31,Diego Peixoto,2023-07-26,BRL,18674.73,Depósito,Pendente,Moradia,Banco do Brasil,3,268.86,18943.59
FIN000078,171.275.716-40,Beatriz Lopes,2022-08-10,BRL,22962.79,Depósito,Recusada,Viagem,BTG,6,524.29,23487.08
FIN000269,650.747.248-66,Juliana Queiroz,2023-01-31,BRL,5833.18,PIX,Aprovada,Alimentação,XP,3,167.0,6000.18
FIN000930,959.243.797-55,Priscila Gomes,2024-09-27,BRL,15493.56,Depósito,Recusada,Vestuário,BTG,12,394.79,15888.35
FIN000124,624.399.584-35,Juliana Queiroz,2022-09-21,BRL,19325.88,Depósito,Recusada,,XP,2,246.81,19572.690000000002
FIN000298,823.380.304-97,Leticia Moura,2023-02-27,BRL,18526.91,Pagamento,Pendente,Moradia,Inter,2,384.22,18911.13
FIN000882,406.514.157-41,Leticia Moura,2024-08-14,BRL,13478.35,Pagamento,Pendente,Alimentação,C6 Bank,6,322.98,13801.33
FIN000096,Não informado,Rodrigo Farias,2022-08-26,BRL,5858.96,PIX,Pendente,Tecnologia,Inter,3,129.59,5988.55
FIN000734,496.504.319-37,Isabela Nunes,,BRL,23316.18,Pagamento,Aprovada,Alimentação,XP,1,285.65,23601.83
FIN000012,361.648.719-21,Vanessa Coelho,2022-06-11,BRL,18681.84,Saque,Aprovada,Investimento,Inter,12,342.67,19024.51
FIN000115,573.958.361-17,Camila Rocha,2022-09-13,BRL,18119.42,Saque,Aprovada,Viagem,Inter,6,470.3,18589.72
FIN000844,161.783.388-52,Marcelo Teixeira,2024-07-10,BRL,23343.96,PIX,Recusada,Vestuário,Inter,2,513.59,23857.55
FIN000429,634.806.259-67,Guilherme Mota,2023-06-27,BRL,11973.02,Depósito,Pendente,Vestuário,Inter,12,283.17,12256.19
FIN000258,289.592.584-59,Andre Monteiro,2023-01-21,BRL,15375.84,PIX,Aprovada,Alimentação,BTG,24,326.51,15702.35
FIN000732,438.684.151-51,Felipe Andrade,2024-03-30,BRL,17433.07,Depósito,Pendente,Vestuário,Banco do Brasil,3,463.83,17896.9
FIN000950,758.727.229-71,Priscila Gomes,2024-10-15,BRL,1650.42,Depósito,Recusada,Moradia,Banco do Brasil,2,26.56,1676.98
FIN000765,871.787.595-57,Leticia Moura,2024-04-29,BRL,13126.98,Saque,Recusada,Alimentação,XP,3,422.69,21902.9
FIN000353,920.557.990-83,Leonardo Braga,,BRL,22206.74,Depósito,Aprovada,Moradia,BTG,1,434.92,22641.66
FIN000774,925.806.730-81,Guilherme Mota,2024-05-07,BRL,20625.63,Saque,Pendente,Alimentação,Banco do Brasil,6,266.42,20892.05
FIN000956,645.768.360-90,Henrique,2024-10-20,BRL,10351.95,Depósito,Recusada,Moradia,XP,1,283.86,10635.81
